nameplate,generation,fuel,age,capacityfactor,co2emissions,co2emissionsRate
6,20580,HYDRO,87.5,0.3671,0,0
36,137858,HYDRO,64.7,0.4371,0,0
52,156861,HYDRO,76,0.347,0,0
3,21601,HYDRO,93,0.822,0,0
10,40221,HYDRO,47,0.4591,0,0
110,46996,GAS,33.9,0.0488,42438.42,1806.06
6,46397,HYDRO,27,0.8543,0,0
5,18055,HYDRO,21,0.4294,0,0
24,55053,HYDRO,33,0.2652,0,0
12,43527,HYDRO,33,0.4211,0,0
16,296,GAS,13,0.0021,377.53,2550.87
50,13,GAS,29,0,690.12,106172.14
39,1753,OIL,24.9,0.0052,2694.64,3074.32
70,272415,HYDRO,33,0.443,0,0
58,264428,COAL,31.7,0.5187,461207.9,3488.34
4,10565,HYDRO,28,0.2741,0,0
127,26232,GAS,45.4,0.0237,22088.05,1684.05
1200,10276184,NUCLEAR,30,0.9777,0,0
387,2035221,COAL,36,0.6003,2481641.75,2438.7
446,681707,GAS,41,0.1745,461005.95,1352.5
1082,1817974,GAS,27.7,0.1918,903035.36,993.45
1122,1996627,GAS,34.9,0.2032,1309375.03,1311.59
2409,16429593,COAL,40,0.7785,17896434.28,2178.56
231,62835,GAS,14.2,0.031,40903.72,1301.94
2285,15646055,NUCLEAR,38.5,0.7816,0,0
1776,13169684,NUCLEAR,36,0.8463,0,0
2822,20621635,COAL,29.3,0.8342,22824352.1,2213.63
1368,8287674,COAL,35.5,0.6916,8279970.07,1998.14
47,137165,HYDRO,32.5,0.3303,0,0
4209,31199935,NUCLEAR,28.3,0.8461,0,0
1700,10958990,COAL,34.5,0.7359,11887575.81,2169.47
1829,13993948,NUCLEAR,39,0.8736,0,0
7,29518,HYDRO,89,0.468,0,0
110,13625,GAS,53.3,0.0142,10496.83,1540.82
2003,14808488,NUCLEAR,39,0.8439,0,0
951,7080615,NUCLEAR,28,0.85,0,0
441,2563778,COAL,39,0.6636,3042025.54,2373.08
1235,7668534,COAL,35.5,0.7089,8315689.31,2168.78
669,4420174,COAL,34,0.7539,4563741.02,2064.96
1426,9700403,COAL,24,0.7768,9139416.47,1884.34
1312,10619711,NUCLEAR,28,0.9243,0,0
1428,9752406,COAL,33.8,0.7798,10804841.21,2215.83
2450,19199935,NUCLEAR,27,0.8947,0,0
2450,19855712,NUCLEAR,29,0.9252,0,0
2340,19132568,NUCLEAR,31,0.9334,0,0
1212,8699715,COAL,35.5,0.8194,10003297.89,2299.68
689,4053497,COAL,33,0.6713,4457117.61,2199.15
1664,8352271,COAL,28.3,0.5729,9006993.96,2156.78
1071,536155,GAS,31.2,0.0571,335421.73,1251.21
2410,18964079,NUCLEAR,29.5,0.8982,0,0
2441,18850426,NUCLEAR,32.5,0.8817,0,0
1847,14993564,NUCLEAR,33.5,0.9268,0,0
1609,9071646,COAL,24.2,0.6438,9943818.46,2192.29
2951,8832490,GAS,26.7,0.3416,4807429.14,1088.58
4318,14876060,GAS,24.1,0.3933,7739332.34,1040.51
1700,12630393,NUCLEAR,35.5,0.8481,0,0
861,254285,GAS,30.6,0.0337,249472.37,1962.15
5,28308,HYDRO,102,0.6732,0,0
5,1002,OIL,40,0.0212,862.22,1720.99
1722,13901556,NUCLEAR,38,0.9217,0,0
1957,9017556,COAL,37.9,0.5261,9496224.61,2106.16
1871,12714882,COAL,33,0.7758,13781236.96,2167.73
34,192063,OIL,58.2,0.6449,229208.58,2386.81
85,5790,GAS,24.1,0.0078,3553.96,1227.62
92,5100,GAS,41,0.0063,2410.44,945.27
400,2230549,COAL,37,0.6366,2633797.99,2361.57
264,68950,GAS,37.8,0.0298,86732.87,2515.82
355,1512511,COAL,27.4,0.4864,2006810.48,2653.61
1640,6627458,COAL,18.3,0.4613,7422258.29,2239.85
2160,13462980,COAL,34.7,0.7115,16049924.92,2384.3
2594,4658566,COAL,12.1,0.205,4487249.7,1926.45
1373,9643241,NUCLEAR,30,0.8021,0,0
2229,10550234,GAS,24.8,0.5403,8459818.77,1603.72
244,21977,GAS,38.5,0.0103,37699.52,3430.82
2272,16211861,COAL,33,0.8146,18834200.35,2323.51
1363,9158804,COAL,34.5,0.7673,10354059.45,2261.01
531,317452,GAS,33.7,0.0683,173035.97,1090.16
655,4557835,COAL,31,0.7942,4423590.16,1941.09
5,23216,HYDRO,103,0.5521,0,0
2201,9594676,COAL,34.6,0.4975,11968182.13,2494.75
35,98266,HYDRO,39,0.3178,0,0
321,0,HYDRO,35.2,-0.011,0,0
108,605,GAS,35.8,0,609.27,2014.1
50,315371,COAL,57,0.72,427425.6,2710.62
2431,13458461,COAL,34.6,0.6321,14981333.82,2226.31
135,189,OIL,37,0,235.13,2488.13
2741,18066936,COAL,37.3,0.7524,17988866.72,1991.36
1138,5996488,COAL,35.5,0.6015,6451837.36,2151.87
1390,8214017,COAL,20.1,0.6748,8551957.53,2082.28
457,3169192,COAL,40,0.7916,3610717.2,2278.64
2323,18429925,NUCLEAR,29.5,0.9057,0,0
1053,0,HYDRO,31,-0.0323,0,0
362,2564505,COAL,37,0.8087,3216523.31,2508.49
2596,18515579,NUCLEAR,31,0.8142,0,0
2277,18926074,NUCLEAR,27,0.9488,0,0
601,4129756,COAL,35,0.7844,4340596.2,2102.11
882,6361483,NUCLEAR,39,0.8234,0,0
1148,3347997,GAS,14,0.3329,1563727.5,934.13
3340,20227897,COAL,37,0.6915,19788396.09,1956.55
1242,10910055,NUCLEAR,25,1.0028,0,0
1170,9438542,NUCLEAR,29,0.9209,0,0
5,22678,HYDRO,103,0.5393,0,0
169,8681,GAS,34,0.0059,7582.8,1746.99
614,4948363,NUCLEAR,45,0.92,0,0
988,270438,COAL,23.5,0.0312,338029.11,2499.86
14,0,OIL,41.8,0,448.74,-7237.73
511,0,HYDRO,37,-0.0549,0,0
1030,8487079,NUCLEAR,31,0.941,0,0
66,147000,HYDRO,32,0.2543,0,0
500,539044,HYDRO,39,0.1231,0,0
82,272954,HYDRO,40,0.38,0,0
628,557302,HYDRO,21,0.1013,0,0
73,103053,HYDRO,40,0.1605,0,0
454,3626738,COAL,32,0.9129,3720488.15,2051.7
707,2125761,COAL,29,0.3433,2406444.89,2264.08
558,3593433,COAL,37,0.7351,3889788.93,2164.94
1674,10831561,COAL,35.3,0.7386,12211700.46,2254.84
58,152706,HYDRO,31,0.3006,0,0
161,394738,HYDRO,33.7,0.2792,0,0
100,146965,HYDRO,42,0.1678,0,0
2430,20208467,NUCLEAR,23.5,0.9493,0,0
2380,17666607,COAL,37,0.8475,20612934.06,2333.55
1980,13447287,COAL,39.1,0.7753,15296102.63,2274.97
925,5185092,NUCLEAR,38,0.6398,0,0
1714,0,HYDRO,36.3,-0.0481,0,0
2441,18000764,NUCLEAR,33.5,0.8418,0,0
1236,8996033,NUCLEAR,31,0.831,0,0
1242,7470094,COAL,38.5,0.6866,8241552.31,2206.55
460,122904,OIL,40,0.0305,149650.67,2435.25
300,339801,HYDRO,36,0.1293,0,0
28,150971,HYDRO,37,0.6155,0,0
6809,18351775,HYDRO,47.6,0.3077,0,0
1472,8785827,COAL,34.7,0.6813,9876834.06,2248.36
2600,17631746,COAL,28.5,0.7741,18322614.55,2078.37
2862,0,HYDRO,30,-0.0399,0,0
1960,13399462,NUCLEAR,36,0.7803,0,0
1235,7147751,COAL,32.5,0.6607,8934360.55,2499.91
70,65261,HYDRO,38,0.1064,0,0
525,1701918,HYDRO,37.8,0.3701,0,0
49,244825,HYDRO,38,0.5704,0,0
810,1836807,HYDRO,38.5,0.2589,0,0
822,6244275,COAL,35.5,0.8674,7346653.87,2353.08
622,4475418,COAL,35,0.8208,4586530.57,2049.65
1690,11058279,COAL,33.2,0.747,12416351.49,2245.62
1795,3920997,COAL,4.5,0.2493,9049573.32,4615.96
932,5557492,COAL,37.5,0.6807,6423341.98,2311.6
410,2859362,COAL,33,0.7961,3538283.34,2474.88
135,159540,HYDRO,32,0.1349,0,0
848,0,HYDRO,20,-0.0609,0,0
1707,5869851,COAL,23.3,0.3925,6081838.31,2072.23
1080,6591308,COAL,37,0.6967,6986016.23,2119.77
1136,7732493,COAL,31.5,0.777,8291855.72,2144.68
603,1364594,COAL,20.3,0.2583,1523470.01,2232.85
74,263988,HYDRO,32.5,0.4061,0,0
624,2177620,HYDRO,48,0.3986,0,0
450,645726,HYDRO,61.3,0.1638,0,0
570,4156055,COAL,34,0.8323,5113386.85,2460.69
1140,8312110,COAL,33.5,0.8323,9690711.1,2331.71
4,16256,HYDRO,109.5,0.4218,0,0
4,12522,HYDRO,109,0.3971,0,0
200,0,HYDRO,32.5,-0.0526,0,0
62,687,GAS,37,0.0013,723.88,2107.35
224,10746,OIL,37,0.0055,11767.43,2190.1
27,3892,OIL,39.5,0.0167,5347.16,2747.77
1080,6700606,COAL,32.5,0.7082,7055461.48,2105.92
5,6,OIL,31.7,0,5.89,1963.49
379,97449,GAS,28,0.0294,71332.57,1464
15,645,COAL,47,0.0051,782.44,2426.17
3,37,OIL,24.5,0.0014,37.55,2029.82
2,6723,HYDRO,114,0.3198,0,0
9,32,OIL,62,0,36.82,2300.96
46,62199,COAL,44.9,0.1544,84139.11,2705.48
203,129732,GAS,23,0.0729,85548.53,1318.85
580,987210,GAS,37.5,0.1943,590991.04,1197.3
552,3378350,COAL,34,0.6983,3834234.4,2269.89
1260,6070136,COAL,36.8,0.55,6843426.12,2254.79
736,4875172,COAL,32,0.7564,5262440.87,2158.87
2709,21126781,NUCLEAR,26.5,0.8904,0,0
352,9140,GAS,30.3,0.003,10686.44,2338.39
726,3727920,COAL,34,0.5862,4950533.04,2655.92
3564,23099340,COAL,29.5,0.7399,25271862.78,2188.1
321,1516,OIL,42.5,0,6575.54,8674.86
1300,8073858,COAL,35,0.709,7941909.48,1967.31
16,88104,HYDRO,84,0.6286,0,0
22,9766,OIL,21.3,0.05,8037.22,1645.96
1,0,OTHER,45,0,14.4,0
2,202,OIL,11,0.0096,130.82,1295.22
181,520322,OIL,28.4,0.3282,361473.47,1389.42
42,10318,OIL,43.7,0.0279,19786.23,3835.28
31,189785,COAL,48,0.7034,202185.81,2130.68
19,45390,HYDRO,54,0.2671,0,0
77,24555,GAS,37.8,0.0365,27010.7,2200.02
46,1298,GAS,48.9,0.0032,2606.37,4015.99
4,3777,OIL,19.1,0.1198,2626.54,1390.81
10,20949,OIL,20.3,0.2416,14567.99,1390.81
4,16239,HYDRO,57,0.4753,0,0
15,20759,OIL,18.2,0.1623,14435.17,1390.74
11,5336,OIL,29.1,0.0569,5310.67,1990.51
10,3970,OIL,41.6,0.0467,4344.39,2188.61
2,3119,OIL,17.9,0.1618,2118.6,1358.51
2,2607,OIL,23.4,0.186,2030.02,1557.36
1,1515,OIL,22,0.1572,1220.58,1611.33
2,2805,OIL,31.8,0.1884,2382.35,1698.65
1,1998,OIL,21.1,0.2281,1381.21,1382.59
7,3139,OIL,15.8,0.0551,2132.18,1358.51
2,2714,OIL,14.9,0.1936,2016.43,1485.95
1,1603,OIL,28.5,0.1307,1695.5,2115.41
1,2905,OIL,15.2,0.2551,1973.24,1358.51
24,0,OIL,41,0,261.72,-13421.38
116,7625,GAS,23.2,0.0075,5555.9,1457.29
7,25603,HYDRO,36.4,0.4236,0,0
6,751,OIL,40.5,0.0143,959.25,2554.59
266,13174,GAS,22.6,0.0057,8724.99,1324.58
3,207,OIL,24,0.0079,293.46,2835.36
1,3438,HYDRO,95,0.3271,0,0
4,5805,HYDRO,87,0.1791,0,0
5,22082,HYDRO,105.2,0.4848,0,0
4,52,OIL,29.9,0.0014,55.39,2132.72
2,194,OIL,28.4,0.013,209.77,2162.09
2,9652,HYDRO,64,0.7346,0,0
2,5361,HYDRO,5.5,0.36,0,0
40,121656,HYDRO,64.5,0.3472,0,0
10,56696,HYDRO,90,0.6345,0,0
3,9054,HYDRO,11,0.3132,0,0
28,110357,HYDRO,34.8,0.4548,0,0
50,368871,HYDRO,61.3,0.8456,0,0
28,67473,HYDRO,75,0.2761,0,0
17,57021,HYDRO,55,0.3784,0,0
5,25389,HYDRO,57,0.6038,0,0
152,409246,HYDRO,51.7,0.3078,0,0
12,60438,HYDRO,59,0.5749,0,0
13,42175,HYDRO,57,0.3732,0,0
5,17348,HYDRO,67,0.3961,0,0
41,110997,HYDRO,60,0.3061,0,0
32,115303,HYDRO,61,0.4179,0,0
52,90113,HYDRO,50,0.1978,0,0
30,88152,HYDRO,62,0.3354,0,0
100,107927,HYDRO,45,0.1232,0,0
70,263933,HYDRO,68,0.4304,0,0
135,251053,HYDRO,64.3,0.2123,0,0
36,139849,HYDRO,57,0.4435,0,0
90,328427,HYDRO,51,0.4166,0,0
33,138473,HYDRO,59,0.479,0,0
9,61727,HYDRO,108.5,0.8007,0,0
59,387365,HYDRO,87.5,0.747,0,0
20,65082,HYDRO,90,0.3715,0,0
207,870367,HYDRO,77.5,0.4793,0,0
182,718580,HYDRO,78.5,0.4497,0,0
1040,3138414,HYDRO,40.9,0.3446,0,0
1,3300,HYDRO,66,0.2691,0,0
667,2094059,HYDRO,72.5,0.3586,0,0
7,17959,HYDRO,71.7,0.2971,0,0
6,22176,HYDRO,48.1,0.4441,0,0
2,6264,HYDRO,93,0.3764,0,0
4,32262,HYDRO,90.5,0.8983,0,0
1036,8363163,NUCLEAR,29,0.9216,0,0
79,799,OIL,18.9,0.0012,622.02,1556.99
870,6363947,COAL,30,0.8352,7796125.52,2450.09
100,197718,OIL,36.2,0.2268,162051.77,1639.22
3,12298,HYDRO,87,0.468,0,0
15,7080,OIL,58.5,0.0539,10171.76,2873.38
69,181745,HYDRO,48.1,0.2994,0,0
42,51954,HYDRO,91,0.1412,0,0
1640,13079502,COAL,28.5,0.9104,13152997.66,2011.24
10,49561,HYDRO,84,0.544,0,0
1,2439,HYDRO,99,0.2531,0,0
6,26719,HYDRO,45.9,0.5084,0,0
230,823125,OIL,25.2,0.4089,620409.49,1507.45
51,241935,HYDRO,87.5,0.5415,0,0
4,25669,HYDRO,58,0.7513,0,0
3,4173,HYDRO,73,0.1905,0,0
2,2132,HYDRO,83,0.1521,0,0
8,0,OIL,48,-0.0053,33.87,-183.58
6,0,OIL,55,0,79.28,-497.03
2,15633,HYDRO,101,0.8923,0,0
5,0,OIL,46,-0.0174,140.88,-341.53
104,22854,GAS,17.2,0.025,20001.16,1750.34
10,1317,OIL,51,0.015,1484.64,2254.58
158,73463,HYDRO,44,0.0532,0,0
15,855,OIL,7,0.0065,94.57,221.23
6,7834,HYDRO,66,0.1397,76.9,19.63
6,19564,HYDRO,62,0.4061,0,0
2,4531,HYDRO,104,0.2874,0,0
453,0,HYDRO,50,-0.0488,0,0
3,17103,HYDRO,88.5,0.7509,0,0
22,65519,HYDRO,85,0.34,0,0
4,13497,HYDRO,93,0.3758,0,0
6,0,OIL,55,0,44.01,-232.27
2,16136,HYDRO,104,0.7675,0,0
3,12949,HYDRO,111,0.5685,0,0
15,0,OIL,45,0,3.44,-18.42
5,8234,HYDRO,32,0.1958,0,0
2,5018,HYDRO,67.2,0.3015,0,0
1,4079,HYDRO,96,0.4656,0,0
3,8257,HYDRO,83.8,0.3366,0,0
20,73372,HYDRO,47,0.4188,0,0
16,100773,GAS,44,0.719,50113.22,994.58
20,181,GAS,42.7,0.001,131.76,1455.9
3,2736,OIL,21.7,0.0976,1902.62,1390.81
140,4396,GAS,44.5,0.0036,3256.8,1481.71
266,1048415,GAS,34.8,0.4494,652654.33,1245.03
14,66688,HYDRO,80,0.5438,0,0
14,56492,HYDRO,80,0.4478,0,0
25,95950,HYDRO,77,0.4471,0,0
46,427,OIL,39,0.0011,605.08,2834.11
9,57,OIL,23.2,0.0007,363.82,12765.56
13,41926,OIL,34.2,0.3798,29155.45,1390.81
7,10827,OIL,14.1,0.1766,10286.97,1900.24
7,332,OIL,38.2,0.0058,312.68,1882.37
5,40956,HYDRO,62.3,0.8658,0,0
2,11368,HYDRO,47,0.618,0,0
132,9443,OIL,18.8,0.0082,5563.46,1178.33
5,157,OIL,40,0.0033,137.04,1745.67
6,0,OTHER,49.5,0,72.59,0
81,203163,HYDRO,46,0.2863,0,0
39,127564,HYDRO,52,0.3773,0,0
11,51957,HYDRO,47.4,0.5343,0,0
129,4297,OIL,38,0.0038,5200.55,2420.55
185,584252,HYDRO,61.9,0.3599,0,0
132,584337,HYDRO,58.7,0.5042,0,0
84,5145,GAS,8,0.007,5448.34,2117.92
51,88229,HYDRO,88.3,0.1967,0,0
4,5977,OIL,15.2,0.1844,4156.42,1390.81
586,3541195,COAL,35,0.6898,4126083.76,2330.33
1700,11895909,COAL,31.5,0.7988,12529611.11,2106.54
1,1238,HYDRO,36,0.1413,0,0
5,28444,HYDRO,35,0.6627,0,0
9,48132,HYDRO,34,0.6105,0,0
10,37070,HYDRO,34,0.4274,0,0
5,7306,HYDRO,34,0.1635,0,0
591,2991804,COAL,34,0.5783,3609018.01,2412.6
61,0,OIL,37,0,194.63,-1361.06
61,363,OIL,37,0,1181.62,6510.3
61,0,OIL,37,0,234.72,-1136.65
812,5366407,COAL,32,0.7545,5387128.83,2007.72
3,812,OIL,23,0.032,790.88,1947.97
9,28586,OIL,37,0.3509,24942.79,1745.11
778,5600563,COAL,49.2,0.8222,6803551.75,2429.6
29,202,OIL,37,0,270.39,2677.12
800,2270392,COAL,18.3,0.3238,2326496.82,2049.42
261,1792491,COAL,34,0.784,2073667.11,2313.73
446,2763057,COAL,33,0.7072,2986571.22,2161.79
27,3260,OIL,43,0.0138,4606.51,2826.08
84,191018,HYDRO,30,0.2596,0,0
21,0,OTHER,31.3,0,163.09,-285.12
12,0,OIL,27.4,0,777.13,-9196.84
566,3338580,COAL,31,0.6732,3736812.59,2238.56
61,1847,OIL,37,0.0034,2624.04,2841.41
19,103,GAS,28.4,0,79.54,1544.47
8,36900,HYDRO,33,0.5265,0,0
28,12306,GAS,43.2,0.05,9117.95,1481.87
2,421,HYDRO,22,0.032,0,0
35,5430,GAS,27.5,0.0178,3673.44,1353.01
26,7001,GAS,22.2,0.0307,3513.31,1003.66
349,2386683,COAL,24.5,0.7802,2615240.73,2191.53
408,138308,GAS,27.9,0.0387,102860.67,1487.41
7,18008,HYDRO,29,0.3115,0,0
3,176,OIL,48,0.0075,147.43,1671.49
32,143431,HYDRO,27,0.5054,0,0
1,2726,HYDRO,30,0.3112,0,0
9,31215,HYDRO,29,0.4049,0,0
8,10,OIL,24,0,16.12,3223.4
1,9,OIL,28,0.0009,12.19,2708.89
784,134764,GAS,11.1,0.0196,75603.84,1122.02
4,8359,HYDRO,27,0.2651,0,0
33,61777,HYDRO,19,0.2157,0,0
17,108094,HYDRO,68,0.7478,0,0
14,159,OIL,28,0.0013,130.74,1644.47
745,11866,GAS,6.8,0.0018,8203.5,1382.69
1444,6601370,COAL,12.1,0.5219,7747656.06,2347.29
11,29048,OIL,13.8,0.3158,13367.38,920.37
3,0,OIL,28,0,35.26,-298.82
7,22519,HYDRO,25,0.3895,0,0
3,9636,HYDRO,27,0.3235,0,0
8,240,HYDRO,27,0.0034,0,0
23,0,OIL,40,-0.0003,333.63,-11915.35
1065,0,HYDRO,24,-0.0576,0,0
13,36320,HYDRO,21,0.3239,0,0
22,83151,HYDRO,27,0.4374,0,0
3,9187,HYDRO,28,0.3085,0,0
39,74989,OIL,24.6,0.2189,99570.6,2655.61
21,76615,GAS,25,0.4165,38099.73,994.58
2,5029,HYDRO,24,0.3189,0,0
32,148926,HYDRO,22,0.5247,0,0
45,723,GAS,24.5,0.0019,2720.11,7524.5
77,12792,GAS,26,0.019,11045.01,1726.87
180,37304,GAS,22.8,0.0237,31314.38,1678.88
239,65190,OIL,26,0.0312,74834.9,2295.9
3,10960,HYDRO,111.3,0.417,0,0
5,14729,HYDRO,29,0.3363,0,0
1193,2448136,GAS,18.7,0.2343,1219483.88,996.26
83,0,OIL,24,0,259.59,-1048.84
490,38945,GAS,22.8,0.0091,100297.23,5150.71
381,45979,GAS,21.5,0.0138,39341.71,1711.29
40,40309,HYDRO,22,0.115,0,0
45,137381,HYDRO,27,0.3454,0,0
1,3130,HYDRO,27,0.3573,0,0
1,1257,OIL,14.4,0.1304,1107.33,1761.86
20,49803,GAS,24.1,0.2801,24766.44,994.58
2,2698,OIL,20.5,0.14,1876.2,1390.81
20,77910,HYDRO,22,0.4561,0,0
1,2725,OIL,22.6,0.2828,2361.1,1732.92
2,411,OIL,29.6,0.0313,434.91,2116.37
4,26609,HYDRO,29,0.8679,0,0
60,91701,HYDRO,23,0.1759,0,0
2,7438,HYDRO,29,0.3692,0,0
8,23490,HYDRO,26,0.3352,0,0
344,8766,GAS,20.8,0.0029,8985.06,2049.98
417,2738246,COAL,19,0.7491,2583451.11,1886.94
368,212326,GAS,25,0.0658,147026.1,1384.91
848,6193652,COAL,19.5,0.8338,6872445.55,2219.19
6,18656,HYDRO,27,0.3491,0,0
65,141,GAS,28.5,0,156.5,2219.85
8,30477,GAS,33,0.446,15155.85,994.58
28,70131,HYDRO,18,0.2901,0,0
406,84887,GAS,16.5,0.0239,63979.56,1507.41
412,857779,GAS,15.9,0.2377,648820.97,1512.79
1030,1821227,COAL,13.5,0.2019,1794454.63,1970.6
103,431239,HYDRO,16,0.4798,0,0
36,335,OIL,22,0.0011,450.46,2689.3
10,19533,OIL,22.5,0.2144,16750.78,1715.13
199,363527,GAS,12.5,0.2085,185259.31,1019.23
162,30422,GAS,18.9,0.0215,22083.54,1451.81
381,28528,GAS,20,0.0085,25179.01,1765.21
1754,72681,GAS,19.8,0.0047,62238.58,1712.65
5,6749,HYDRO,27,0.1482,0,0
39,1132,GAS,25,0.0033,1020.73,1803.41
14,585,GAS,25,0.0048,479.15,1638.13
200,798680,COAL,27,0.4559,682419.01,1708.87
113,2047,GAS,24,0.0021,1643.01,1605.28
70,411948,GAS,26,0.6718,217309.89,1055.03
691,1831680,GAS,16.1,0.3028,814282.04,889.11
2263,12945813,GAS,11.4,0.6532,5414538.75,836.49
7,34,GAS,24,0,23.28,1369.5
183,21320,GAS,15.2,0.0133,12200.43,1144.53
164,942488,GAS,21,0.656,456172.85,968.02
50,45476,GAS,19,0.1049,29661.22,1304.48
18,62142,HYDRO,23,0.3941,0,0
45,4673,GAS,24,0.0118,3687.31,1578.13
176,746160,GAS,20,0.4829,658654.36,1765.45
83,2428,GAS,23,0.0033,2163.06,1781.76
169,2644,GAS,16.9,0.0018,2136.57,1616.16
22,33853,HYDRO,22,0.1757,0,0
20,6780,GAS,26,0.0387,5548.92,1636.85
640,4860435,COAL,36,0.8669,5318006.01,2188.28
43,343868,GAS,21,0.9129,165416.12,962.09
184,10051,GAS,20,0.0062,9680.75,1926.33
266,1556965,GAS,20,0.6674,688710.57,884.68
9,13848,WIND,16,0.1718,0,0
126,348271,HYDRO,24,0.3155,0,0
110,453486,GEOTHERMAL,32,0.4706,20134.78,88.8
110,390061,GEOTHERMAL,29.5,0.4048,17318.71,88.8
1,4819,HYDRO,23,0.4584,0,0
11,14931,HYDRO,22,0.1495,0,0
2,0,OIL,21,0,2.37,-71.9
5,0,OIL,23,0,62.83,-997.33
897,2819972,GAS,11.6,0.3589,1363204.38,966.82
6,13892,WIND,18,0.2643,0,0
34,859,GAS,23.7,0.0029,678.22,1579.09
4,106,OIL,25,0.0028,48.06,906.75
8,1404,OIL,37,0.0198,1224.15,1743.81
7,3024,GAS,32.9,0.0479,1949,1289.02
13,699,GAS,32.8,0.0063,469.6,1344.14
15,1532,GAS,22,0.0114,961.87,1255.92
6,18,OIL,29.9,0,17.92,1990.76
5,13,OIL,31.2,0,15.71,2465.92
7,27,OIL,21.1,0,27.73,2096.32
10,100,GAS,23.8,0.0012,73.67,1473.42
3,21765,BIOMASS,22.5,0.7764,0,0
1,9,OIL,20.8,0.001,62.83,13962.6
3,12,OIL,18.4,0,9.24,1540.79
139,31802,GAS,18,0.0262,23821.83,1498.13
70,242917,HYDRO,21,0.3961,0,0
2,429,OIL,27,0.0204,334.2,1558.05
7,40572,HYDRO,24,0.7125,0,0
5,0,OTHER,13.3,0,2.86,0
5,6022,OIL,12.7,0.1375,4187.72,1390.81
7,218,OIL,29.9,0.0034,254.03,2330.52
6,107,OIL,24,0.0019,152.74,2855.01
13,2730,OIL,22.1,0.0236,1682.55,1232.64
6,470,OIL,22.5,0.0084,604.75,2573.43
16,2711,GAS,16,0.0193,1952.76,1440.62
50,13274,GAS,19,0.0303,6731.85,1014.29
55,212,GAS,29,0,212.02,2000.19
27,125,GAS,29,0,120.11,1921.76
55,742,GAS,29,0.0015,722.76,1948.15
166,10719,GAS,20,0.0074,6878.46,1283.41
5,15384,HYDRO,30,0.3512,0,0
2,1928,OIL,16,0.1467,1340.74,1390.81
2,4562,OIL,25,0.217,3739.79,1639.54
3,2392,OIL,24.2,0.1092,1663.4,1390.81
6,57,GAS,45.8,0.0011,46.64,1636.56
2,3365,HYDRO,27,0.1746,0,0
14,231,OIL,28,0.0019,221.38,1916.74
10,160,GAS,21,0.0019,79.57,994.58
1,8,OIL,28,0,7.94,1983.94
3,2989,OIL,17.3,0.1066,2078.56,1390.81
3,4090,OIL,15,0.1796,2844.2,1390.81
3,5476,OIL,17.4,0.2315,3808.03,1390.81
2,3628,OIL,13.7,0.2301,2522.92,1390.81
3,3253,OIL,15.2,0.1326,2262.15,1390.81
3,5301,OIL,19.1,0.2017,3686.33,1390.81
4,13633,HYDRO,28,0.4447,0,0
3,4481,OIL,26,0.1967,3064.76,1368.03
3,6001,WIND,5,0.2283,0,0
22,28270,OIL,11.5,0.1494,21447.94,1517.36
1,3078,OIL,22,0.3194,2594.34,1685.73
120,703660,COAL,18.3,0.6694,903596.72,2568.28
2,24,OIL,20,0.0014,20.62,1718.05
2,3167,HYDRO,22,0.1808,0,0
12,59387,HYDRO,21,0.5649,0,0
10,82045,HYDRO,18,0.9366,0,0
550,342628,GAS,15,0.0711,260795.92,1522.33
38,267846,BIOMASS,28,0.8154,8141.42,60.79
116,3406,GAS,17,0.0034,2985.07,1752.83
100,236352,WIND,10,0.2693,0,0
126,334469,GAS,20,0.3042,158255.59,946.31
1059,351347,GAS,13.2,0.0379,248732.16,1415.88
5,16307,HYDRO,21,0.4137,0,0
37,109998,HYDRO,26,0.3394,0,0
134,38145,GAS,20.7,0.0324,21992.71,1153.11
2,3262,HYDRO,17,0.1773,0,0
11,25717,COAL,19,0.2669,21444.57,1667.74
193,753698,GAS,17.1,0.4449,386784.68,1026.37
174,635914,GAS,18,0.4174,305340.45,960.32
14,0,GAS,17,0,26.33,-62.02
5,0,OTHER,19,0,97.11,0
9,73,OIL,20.4,0.0009,59.89,1640.72
9,68,OIL,26,0,62.01,1823.93
4,11,OIL,25,0,8.84,1606.49
5,38,OIL,25,0,30.43,1601.79
5,45,OIL,25,0,35.67,1585.34
5,45,OIL,25,0,36.16,1607.15
1,0,HYDRO,29,0,0,0
5,34,OIL,24.8,0,38.29,2232.54
112,382612,HYDRO,31,0.3907,0,0
8,35329,HYDRO,27,0.5041,0,0
42,262894,HYDRO,16,0.7145,0,0
23,1075,GAS,19,0.0055,1192.96,2219.47
4,16,OIL,19,0,0.98,122.72
2,10,OIL,17,0,7.2,1439.89
614,754038,GAS,15,0.1402,353536.03,937.71
248,1679888,GAS,18,0.7733,721170.44,858.59
42,211212,BIOMASS,19,0.5741,12338.5,116.84
12,35814,HYDRO,32,0.3555,0,0
78,125528,COAL,63,0.1832,417829.45,6657.15
3,8884,HYDRO,18.5,0.2983,0,0
6,0,BIOMASS,19,-0.2553,0,0
49,41391,GAS,24,0.096,24770.57,1196.91
123,852460,GAS,16,0.7944,467829,1097.6
97,529010,GAS,16,0.6226,214426.93,810.67
278,963785,GAS,18,0.3956,399456.85,828.93
60,239432,BIOMASS,19,0.4555,3143.5,26.26
3,2892,BIOMASS,18,0.11,0,0
