nameplate,generation,fuel,age,capacityfactor,co2emissions,co2emissionsRate
2,8334,BIOMASS,20,0.5946,26.5,6.36
5,20644,GAS,19,0.4713,7875.93,763.02
150,6091,GAS,15,0.0046,1535.56,504.2
323,178024,GAS,17.7,0.0629,67351.14,756.65
289,1002963,GAS,16,0.3962,439192.66,875.79
520,3294276,GAS,16.7,0.7232,1388957.96,843.26
101,451473,GAS,17,0.5093,231785.52,1026.8
18,113123,BIOMASS,19,0.7174,14796.66,261.6
815,2776297,GAS,15.6,0.3889,970680.35,699.26
273,1099210,GAS,15,0.4605,482733.29,878.33
4,28607,BIOMASS,16,0.8164,380.41,26.6
306,1758774,GAS,18,0.6561,585334.6,665.62
1,10478,GAS,31.7,1.0874,5724.37,1092.65
7,55116,GAS,13.1,0.8739,29739.99,1079.17
1099,131611,GAS,13.5,0.0137,80611.32,1224.99
940,3436321,GAS,15,0.4174,1593626.49,927.52
891,2348530,GAS,15,0.3009,1129609.91,961.97
244,1609422,GAS,13.1,0.7533,707666.66,879.4
521,2010427,GAS,15.7,0.4405,924543.15,919.75
95,362465,OTHER,17,0.4374,0,0
9,0,OTHER,9.6,0,0,0
550,2657587,GAS,15,0.5514,1131553.76,851.56
6,46420,BIOMASS,18,0.8832,0,0
236,1206317,GAS,14,0.5835,394473.58,654.01
514,3323316,COAL,14,0.7385,4582635.2,2757.87
536,3070079,GAS,15,0.6539,1319523.16,859.6
360,2033339,GAS,14,0.6448,856650.27,842.6
460,289849,GAS,16,0.0719,211399.37,1458.69
247,1412447,GAS,20,0.6517,482062.49,682.59
432,2729696,GAS,15,0.7213,831307.24,609.08
968,957808,GAS,13.4,0.1129,501544.37,1047.28
760,2078343,GAS,14.4,0.3122,640834.78,616.68
894,5357852,GAS,13,0.684,2403365.85,897.14
6,35845,BIOMASS,33,0.66,548.18,30.59
1734,3012329,GAS,14.7,0.1983,1387529.93,921.23
2,13788,BIOMASS,18,0.8744,0,0
6,51989,BIOMASS,18,0.9273,0,0
76,290718,GAS,18,0.439,188570.01,1297.27
1091,3331722,GAS,15,0.3487,1523536.15,914.56
529,2001394,GAS,15.7,0.4319,930226.9,929.58
209,171,GAS,14.5,0,207.69,2429.13
263,511852,GAS,15,0.2223,232819.86,909.72
73,6918,GAS,16,0.0108,5642.03,1631.11
170,19342,GAS,16,0.013,18326.37,1894.98
502,2969995,GAS,14,0.6761,1212644.44,816.6
101,602867,GAS,15,0.6787,221323.42,734.24
596,3043081,GAS,13,0.5829,1299306.81,853.94
416,24693,GAS,15.7,0.0068,17652.17,1429.73
683,140992,GAS,15,0.0236,116682.29,1655.16
683,84967,GAS,15,0.0142,69396.71,1633.5
636,1820441,GAS,14,0.3267,781808.26,858.92
23,0,OTHER,66,0,0,0
809,436716,GAS,15,0.0616,277397.42,1270.38
493,2873118,GAS,13,0.6653,1551391.85,1079.94
505,2467809,GAS,14,0.5578,1603941.03,1299.89
83,515676,GAS,14,0.7075,250957.03,973.31
801,2900303,GAS,13,0.4133,1230629.41,848.62
654,1413714,GAS,13,0.2466,616719.95,872.48
25,73857,WIND,17,0.3372,0,0
578,3395512,GAS,11,0.6706,1452127.18,855.32
300,187075,GAS,15,0.0712,120676.74,1290.14
494,360310,GAS,14,0.0832,219084.65,1216.09
646,1163967,GAS,14,0.2057,582470.44,1000.84
1256,1708299,GAS,13,0.1553,764320.05,894.83
940,3098788,GAS,14,0.3765,1382301.74,892.16
14,721,OIL,16,0.0059,467.23,1296.06
371,14060,GAS,15,0.0043,9125.56,1298.09
898,2127241,GAS,13,0.2704,948787.5,892.04
103,3919,GAS,16,0.0043,6432.22,3282.58
810,2771577,GAS,12,0.3908,1292649,932.79
495,322750,GAS,14,0.0744,211363.35,1309.77
9,40717,BIOMASS,17,0.5165,0,0
989,2930341,GAS,13,0.3382,1271459.07,867.79
904,2485850,GAS,13,0.3139,1080668.16,869.46
242,22669,GAS,15,0.0107,15428.99,1361.24
840,3721965,GAS,13,0.5058,1605247.7,862.58
1200,5288401,GAS,12,0.5031,2250821.76,851.23
3,39,OIL,24,0.0015,13.09,671.28
1142,4340171,GAS,15,0.4338,1887858.09,869.95
595,2988243,GAS,14,0.5733,1310736.23,877.26
3,18551,BIOMASS,13.7,0.7843,0,0
2,14004,BIOMASS,17,0.8881,0,0
4,1600,BIOMASS,17,0.0481,0,0
2,5802,BIOMASS,17,0.368,0,0
6,46625,BIOMASS,17,0.8871,0,0
4,23615,BIOMASS,17,0.7094,0,0
3,15008,BIOMASS,17,0.6345,0,0
624,95471,GAS,13,0.0175,62601,1311.41
320,248817,GAS,14.5,0.0888,171017.99,1374.65
985,949180,GAS,14.6,0.11,597301.58,1258.56
728,1512597,GAS,13,0.2373,690960.3,913.61
900,3241127,GAS,12,0.4111,1447112.06,892.97
807,639350,GAS,11.6,0.0904,282751.3,884.5
1376,3046006,GAS,13,0.2527,1351865.73,887.63
22,17077,OTHER,7,0.0886,43711.8,5119.38
468,1972039,GAS,14,0.4813,735916.26,746.35
708,1762385,GAS,14,0.2842,771066.2,875.03
677,891781,GAS,13.6,0.1504,388539.49,871.38
302,1415837,GAS,14,0.5361,589397.88,832.58
605,3203268,GAS,13.1,0.604,1356935.53,847.22
6,45980,GAS,26,0.8466,14452.67,628.65
918,5565397,GAS,13.2,0.6918,1745930.82,627.42
611,157506,GAS,14,0.0294,72448.76,919.95
600,287481,GAS,13.7,0.0547,203570.74,1416.24
728,2240523,GAS,13,0.3513,988710.28,882.57
88,82718,GAS,16,0.1078,50057.62,1210.32
801,4164933,GAS,12,0.5936,1727412.13,829.5
1150,67093,GAS,13.6,0.0067,43359.64,1292.52
1728,555412,GAS,14.9,0.0367,354078.14,1275.01
194,190272,GAS,14.5,0.112,98128.76,1031.46
270,17794,GAS,15,0.0075,12601.76,1416.41
380,146067,GAS,14.5,0.0439,93115.08,1274.96
5,8708,WIND,17,0.1912,0,0
270,12007,GAS,14,0.0051,9723.48,1619.64
576,2231090,GAS,13,0.4426,1417698.9,1270.86
142,12240,GAS,14.5,0.0098,6046.43,987.98
107,251391,WIND,17,0.2677,0,0
138,43015,GAS,14,0.0357,39990.59,1859.39
287,293055,GAS,11.1,0.1166,142671.04,973.68
578,1728914,GAS,13,0.3415,761343.6,880.72
578,1746412,GAS,14,0.3449,771426.74,883.44
1135,2982703,GAS,14,0.2999,1425877.02,956.1
179,442903,GAS,16.3,0.2825,165725.59,748.36
678,3290905,GAS,14,0.5538,1347395.06,818.86
502,1411092,GAS,14,0.3209,529344.07,750.26
500,1870148,GAS,14,0.427,650506.27,695.67
600,458047,GAS,13,0.0872,218370.74,953.49
692,9516,GAS,15,0.0016,7068.88,1485.68
418,1530541,GAS,13,0.418,639385.34,835.5
540,55127,GAS,15,0.0117,49147.91,1783.08
1214,2715851,GAS,12.5,0.2554,1247646.67,918.79
1036,4734096,GAS,13,0.5216,2073836.82,876.13
236,56640,GAS,15,0.0274,35891.02,1267.34
236,92110,GAS,14,0.0446,62870.21,1365.11
1280,3128138,GAS,6.5,0.279,1336351.9,854.41
614,3166600,GAS,13,0.5887,1347657.57,851.17
688,160911,GAS,13,0.0267,112857.73,1402.73
285,65524,GAS,14,0.0262,19780.68,603.77
814,53072,GAS,14,0.0074,39863.32,1502.24
814,21601,GAS,14,0.003,13574.95,1256.88
483,5442,GAS,14.8,0.0013,3407.69,1252.37
316,10499,GAS,15,0.0038,6831.21,1301.26
966,4401714,GAS,13,0.5202,1911410.3,868.48
280,556143,GAS,14,0.2267,255411.24,918.51
275,363534,GAS,12,0.1512,165576.73,910.93
743,36093,GAS,44.8,0.0055,44649.29,2474.12
409,41068,GAS,15,0.0115,30401.68,1480.55
18,41922,COAL,46,0.2659,49825.21,2377.07
564,38093,GAS,13.7,0.0077,28535.44,1498.2
376,59626,GAS,13,0.0181,48534.45,1627.96
342,33372,GAS,14,0.0111,22596.76,1354.23
568,62471,GAS,15,0.0126,46483.25,1488.15
356,19098,GAS,13,0.0061,14844.73,1554.58
4,15964,GAS,38,0.4339,3919.19,491
577,1623603,GAS,13,0.3213,748194.94,921.65
50,630,GAS,15,0.0015,300.53,954.07
50,591,GAS,15,0.0014,186.01,629.49
50,749,GAS,15,0.0017,317.3,847.26
104,270174,WIND,16,0.298,0,0
701,53629,GAS,15,0.0087,40214.01,1499.71
904,4130382,GAS,12,0.5216,1716860.04,831.33
649,587515,GAS,13,0.1033,313590.47,1067.51
939,910925,GAS,13,0.1107,421675.62,925.82
11,115,OIL,17,0.0012,75.68,1316.11
519,47341,GAS,14,0.0104,35357.25,1493.73
5,8593,GAS,27.5,0.1962,3841.63,894.17
1275,31799,GAS,13.8,0.0028,20750.63,1305.11
407,11804,GAS,13,0.0033,8737.36,1480.41
713,1215899,GAS,13,0.1947,518690.77,853.18
541,1462026,GAS,12,0.3085,712407.03,974.55
342,28967,GAS,14,0.0097,20472.69,1413.52
285,57580,GAS,14,0.0231,40351.25,1401.57
994,572747,GAS,12,0.0658,380654.28,1329.22
80,166078,WIND,16,0.2364,0,0
3,21870,HYDRO,91.1,0.7802,0,0
711,3454959,GAS,12.7,0.5547,1565403.33,906.18
900,3852216,GAS,11.8,0.4886,1703622.39,884.49
564,2689175,GAS,14,0.5444,1080544.23,803.63
591,1256998,GAS,12,0.2428,547122.03,870.52
313,22533,GAS,13,0.0082,15042.49,1335.15
1176,2224519,GAS,12,0.2159,952455.1,856.32
1338,5548247,GAS,11,0.4734,2373951.35,855.75
715,2344501,GAS,13.3,0.3743,645290.2,550.47
2,9464,BIOMASS,29,0.6752,14896.88,3148.02
240,218373,GAS,15,0.1039,126891.88,1162.16
2476,5884547,GAS,12,0.2713,2676165.18,909.56
27,204428,GAS,15,0.874,77183.08,755.11
139,866273,GAS,10.7,0.7099,532439.96,1229.27
93,591733,GAS,16,0.7287,331277.84,1119.69
548,2782451,GAS,16,0.5794,1231745.29,885.37
5,1208,GAS,16,0.0287,801.8,1327.12
872,4247152,GAS,12,0.5559,1724182.95,811.92
609,241250,GAS,46.3,0.0452,173665.44,1439.71
5,32,OIL,15.1,0.0007,45.41,2808.02
746,4999176,GAS,11,0.765,1664238.85,665.81
1466,7166875,GAS,9,0.5582,3120280.25,870.75
915,3995442,GAS,13,0.4987,1690751.59,846.34
689,3241573,GAS,13,0.5368,1380709.88,851.88
796,252880,GAS,12,0.0363,159698.15,1263.04
944,3995756,GAS,13,0.4835,1691281.46,846.54
702,665353,GAS,13,0.1082,323700.15,973.02
778,3646441,GAS,14,0.5353,1654674.24,907.56
679,674427,GAS,8,0.1134,331993.31,984.52
10,19495,WIND,16,0.2182,0,0
650,1907383,GAS,9,0.335,864383.22,906.36
689,2161883,GAS,6,0.3584,921691.48,852.67
688,87695,GAS,13,0.0146,55730.56,1271
688,181855,GAS,13,0.0302,113320.72,1246.28
344,28503,GAS,13,0.0095,19237.92,1349.89
11,21962,WIND,16,0.2238,0,0
12,26844,WIND,16,0.2597,0,0
676,2435124,GAS,12,0.4115,1070471.84,879.19
1336,3126205,GAS,12,0.2671,1465737.93,937.71
555,1542943,GAS,12.6,0.3172,699356.15,906.52
236,41112,GAS,14,0.0199,26444.51,1286.46
75,202530,WIND,16,0.3083,0,0
7,12868,WIND,15,0.2226,0,0
66,286176,OIL,15,0.495,199463.08,1393.99
10,9338,WIND,15,0.1025,0,0
1325,1692211,GAS,11,0.1458,714558.17,844.53
520,3345237,GAS,9,0.7344,1407444.17,841.46
88,99762,GAS,15,0.13,61117.9,1225.27
2428,6376869,GAS,12,0.2998,2944626.85,923.53
403,52915,OIL,14.4,0.015,44747.69,1691.3
1192,2406931,GAS,13,0.2305,1218083.04,1012.15
669,192682,GAS,11,0.0329,73024.41,757.98
11,18,OIL,17,0,250.59,27843.38
561,167654,GAS,14,0.0341,111712.19,1332.65
597,140105,GAS,12.7,0.0268,92268.67,1317.14
635,2612896,GAS,10,0.4697,1103783.55,844.87
306,24780,GAS,13,0.0092,17669.83,1426.12
17,36474,WIND,40,0.2523,0,0
715,1646147,GAS,13,0.2629,780529.88,948.31
23,47939,WIND,16,0.2349,0,0
623,3753117,GAS,12,0.6877,1537325.21,819.23
978,42151,GAS,12,0.0049,27287.4,1294.74
680,310496,GAS,13,0.0521,205686.05,1324.89
570,2560612,GAS,12,0.5128,902248.26,704.71
1323,6108163,GAS,11.2,0.527,2523109.47,826.14
597,2120194,GAS,12,0.4057,923889.32,871.51
748,274176,GAS,12,0.0418,182448.22,1330.88
823,2181265,GAS,5,0.3026,1020995.93,936.15
644,2155131,GAS,11,0.3819,957246.4,888.34
546,935991,GAS,13,0.1957,615096.53,1314.32
728,375684,GAS,13,0.0589,241421.65,1285.24
456,13087,GAS,13,0.0033,12510.05,1911.83
715,813835,GAS,13,0.13,351201.73,863.08
987,4432455,GAS,11,0.5127,1472015.11,664.2
399,11493,OIL,13,0.0033,9670.69,1682.86
88,363611,BIOMASS,14,0.4717,8302.8,45.67
440,34987,GAS,13,0.0091,27122.8,1550.45
540,53860,GAS,13,0.0114,26826.47,996.16
946,3579646,GAS,11,0.4319,1547033.92,864.35
927,1638043,GAS,12,0.2017,755439.11,922.37
163,3673,GAS,14,0.0026,2755.19,1500.24
1004,1641226,GAS,12,0.1867,771200.32,939.79
228,431398,GAS,14,0.216,279218.53,1294.48
1136,3376012,GAS,13,0.3393,1500821.58,889.11
469,3118546,GAS,14,0.7599,1375234.65,881.97
1434,5399002,GAS,11,0.4299,2457141.24,910.22
996,5684394,GAS,11.4,0.6515,1854837.32,652.61
904,1129344,GAS,13,0.1426,500413.42,886.2
861,4054531,GAS,10.3,0.5376,1275630.72,629.24
40,1963,GAS,14,0.0056,1210.26,1233.07
40,4733,GAS,13,0.0135,3508.38,1482.52
88,639854,COAL,12,0.83,824083.1,2575.85
1784,6560628,GAS,12,0.4199,2980380.67,908.57
1383,7602046,GAS,12,0.6274,3341380.91,879.07
280,1523818,GAS,11,0.6206,618764.89,812.12
3,19800,BIOMASS,15.1,0.7794,0,0
684,72110,GAS,12,0.012,51823.52,1437.35
50,5207,GAS,13,0.012,3225.16,1238.78
1370,3235649,GAS,12,0.2696,1390638.13,859.57
1232,1469295,GAS,11,0.1361,684049.86,931.13
922,1220979,GAS,12,0.1512,537307.18,880.13
154,12536,GAS,13,0.0093,10745.85,1714.4
154,41531,GAS,13,0.0307,31138.64,1499.55
50,5194,GAS,14,0.012,3365.4,1295.88
50,12067,GAS,14,0.0278,7719.92,1279.51
49,13799,GAS,13,0.0323,8996.61,1303.95
49,17008,GAS,14,0.0396,10855.15,1276.48
601,1775965,GAS,12,0.3376,757732.89,853.32
644,2011240,GAS,12,0.3565,942023.3,936.76
250,217799,GAS,14,0.0995,130400.56,1197.44
852,3283954,GAS,12,0.44,1419350.01,864.42
450,107797,GAS,13,0.0273,70602.75,1309.92
5,12664,BIOMASS,8.5,0.2835,2779.66,438.99
8,55012,BIOMASS,11.8,0.7658,0,0
2,95,OIL,23,0.0068,67,1410.61
7,161,OIL,15.5,0.0026,64.55,801.86
44,676,GAS,14,0.0018,934.79,2765.66
44,906,GAS,14,0.0024,1112.42,2455.67
150,63600,GAS,14,0.0485,40330.78,1268.26
100,47700,GAS,14,0.0546,30005.13,1258.08
118,5893,GAS,13,0.0057,3494.51,1185.99
551,1908161,GAS,15,0.3951,874917.34,917.03
5,16448,BIOMASS,12,0.3611,0,0
4,2586,BIOMASS,12,0.0738,0,0
5,29181,BIOMASS,12,0.6406,0,0
3,10646,BIOMASS,12,0.4674,0,0
32,209937,OTHER,19,0.7513,0,0
53,24136,GAS,13,0.052,11717.69,970.97
276,375094,WIND,11.1,0.1553,0,0
2,5050,WIND,14,0.3034,0,0
2,5131,WIND,14,0.3083,0,0
2,4804,WIND,14,0.2886,0,0
2,5134,WIND,14,0.3085,0,0
2,4849,WIND,14,0.2913,0,0
2,5067,WIND,14,0.3044,0,0
2,5809,WIND,14,0.349,0,0
2,5537,WIND,15,0.3327,0,0
2,5369,WIND,14,0.3226,0,0
2,5433,WIND,14,0.3264,0,0
2,5635,WIND,14,0.3386,0,0
2,5435,WIND,14,0.3265,0,0
2,5388,WIND,15,0.3237,0,0
2,5090,WIND,14,0.3058,0,0
2,4705,WIND,14,0.2827,0,0
1,799,WIND,14,0.0702,0,0
80,203745,WIND,14,0.2907,0,0
278,710816,WIND,14,0.2919,0,0
6,7820,BIOMASS,18,0.1488,0,0
3,1440,BIOMASS,15,0.0548,0,0
3,1657,BIOMASS,18,0.0631,0,0
3,6761,BIOMASS,22,0.2573,0,0
4,23148,BIOMASS,17,0.6606,0,0
7,41448,BIOMASS,15,0.6482,0,0
25,104145,BIOMASS,18,0.4755,0,0
2,12240,BIOMASS,18,0.8733,0,0
5,9103,BIOMASS,22,0.2078,0,0
30,133038,BIOMASS,17.4,0.5012,0,0
6,18272,BIOMASS,14.3,0.3659,0,0
17,55514,BIOMASS,19,0.3818,0,0
5,24546,BIOMASS,16,0.5287,0,0
48,6801,GAS,23,0.0163,3587.8,1055.08
6,42691,BIOMASS,16,0.8122,0,0
4,28817,BIOMASS,16,0.9138,0,0
3,23991,BIOMASS,15,0.9129,0,0
3,855,BIOMASS,15,0.0361,0,0
41,118767,WIND,16,0.3275,0,0
2,4549,WIND,16,0.2885,0,0
25,71717,WIND,16,0.3301,0,0
17,47910,WIND,15,0.3255,0,0
32,109986,OTHER,17,0.3924,40347.25,733.68
10,53432,BIOMASS,17,0.6224,0,0
2,570,GAS,18.7,0.031,466.29,1636.12
831,1905093,GAS,13.2,0.2617,847971.88,890.22
217,182930,GAS,13,0.0962,107550.89,1175.87
47,7628,GAS,12,0.0185,4715.09,1236.26
47,7430,GAS,12,0.018,4673.6,1258.03
47,7328,GAS,12,0.0178,4671.71,1275.03
2,3474,COAL,15,0.1983,8559.72,4927.88
540,163805,GAS,13,0.0346,91665.89,1119.21
696,703103,GAS,11,0.1154,301834.09,858.58
468,379789,GAS,12,0.0926,266731.35,1404.63
114,24836,GAS,13,0.0249,20291.05,1634
338,100276,GAS,14,0.0339,71707.8,1430.21
88,101468,GAS,14,0.1322,61956.05,1221.19
90,5038,GAS,14,0.0064,3853.31,1529.7
779,4336307,GAS,10,0.6354,1866024.69,860.65
606,1921092,GAS,13,0.3622,841558,876.12
593,1288224,GAS,12,0.2479,587171.13,911.6
570,1032914,GAS,12,0.2069,491844.99,952.34
658,2846017,GAS,11,0.4938,1258246.79,884.22
692,48655,GAS,13,0.008,36098.24,1483.85
2,6326,HYDRO,85,0.4814,0,0
1,5156,HYDRO,92,0.4905,0,0
688,1958452,GAS,11,0.3248,888625.64,907.48
1300,2791505,GAS,12.3,0.2451,1436335.09,1029.08
851,2670545,GAS,9,0.3584,1149718.98,861.04
92,19297,GAS,14,0.0239,12343.99,1279.37
61,59021,GAS,13,0.1114,57202.19,1938.37
319,1442964,GAS,7,0.5164,616205.6,854.08
899,382141,GAS,12,0.0485,178202.84,932.65
556,696721,GAS,12,0.143,311303.51,893.62
746,1826383,GAS,9.7,0.2795,799190.9,875.16
358,54121,GAS,13,0.0173,38950.39,1439.4
67,224936,WIND,14,0.3855,0,0
173,41827,GAS,10,0.0276,26507.19,1267.47
112,363860,WIND,13,0.3709,0,0
1288,3288599,GAS,12,0.2914,1563194.62,950.68
88,59528,GAS,13,0.0772,33335.22,1119.98
50,83913,WIND,13.5,0.1924,0,0
50,138204,WIND,14,0.3155,0,0
30,72974,WIND,14,0.2805,0,0
30,52599,WIND,13,0.2001,0,0
83,267172,WIND,14,0.3697,0,0
180,39542,GAS,12,0.0251,24685.66,1248.58
116,793895,COAL,9,0.7833,1006092.37,2534.57
3,19060,BIOMASS,22,0.6799,0,0
3,20028,BIOMASS,19,0.7145,0,0
6,43439,BIOMASS,14,0.8855,0,0
4,26656,BIOMASS,16,0.6916,0,0
1,7219,BIOMASS,16,0.7492,0,0
3,20348,BIOMASS,16,0.7039,0,0
4,29734,BIOMASS,16,0.7714,0,0
4,25798,BIOMASS,14.3,0.6693,0,0
10,30520,BIOMASS,14,0.3519,0,0
9,60440,BIOMASS,16,0.7666,0,0
1,6375,BIOMASS,18,0.6616,0,0
12,18026,WIND,15,0.1789,0,0
4,30377,BIOMASS,13.8,0.8669,0,0
8,43148,BIOMASS,15,0.5864,0,0
4,12335,BIOMASS,14,0.3353,0,0
1,5373,BIOMASS,19,0.6134,0,0
4,4739,BIOMASS,20,0.1387,0,0
1,2654,BIOMASS,27,0.2164,0,0
2,5689,WIND,14,0.433,0,0
100,138392,GAS,13,0.158,86277.51,1246.86
100,31128,OIL,13,0.0355,25621.35,1646.19
30,26064,WIND,14,0.0992,0,0
78,205465,WIND,14,0.3007,0,0
82,209160,WIND,14,0.2912,0,0
21,54453,GAS,20,0.2932,37625.88,1381.96
836,4331839,GAS,11,0.5914,2162955.49,998.63
160,70130,GAS,7,0.0502,51814.1,1477.66
9,18952,WIND,14,0.2404,0,0
80,167799,WIND,14,0.2394,0,0
15,32765,WIND,14,0.2494,0,0
98,15827,GAS,13,0.0184,10468.23,1322.83
2,3779,WIND,14,0.2876,0,0
135,30795,GAS,13.7,0.026,18479.46,1200.16
47,7313,GAS,13,0.0176,4703.1,1286.23
47,28129,GAS,13,0.0679,17217.34,1224.17
42,75439,WIND,16,0.205,0,0
2,11668,BIOMASS,14,0.666,0,0
318,836965,GAS,13,0.3002,357973.11,855.41
1,6275,BIOMASS,14,0.551,0,0
688,2149546,GAS,12,0.3565,926973.02,862.48
2,25,OIL,20,0.0014,16.69,1335.17
61,14396,OIL,42.8,0.0268,6576.11,913.61
130,13930,GAS,13,0.0122,9602.91,1378.74
705,2908574,GAS,11,0.471,1306688.19,898.51
61,21133,GAS,11,0.0399,14934.53,1413.39
665,2577652,GAS,11,0.4427,1182192.4,917.26
47,13526,GAS,12,0.0329,7745.96,1145.34
51,302564,GAS,13,0.6772,107170.06,708.41
819,3597388,GAS,5.5,0.5014,1445760.14,803.78
47,7636,GAS,12,0.0185,4845.86,1269.21
24,85699,GAS,16,0.4163,36854.35,860.09
3,7568,HYDRO,25,0.3456,0,0
8,1572,GAS,13,0.0236,3591.14,4568.89
5,11579,HYDRO,90,0.2937,0,0
55,18760,GAS,9,0.039,10076.4,1074.24
64,409573,BIOMASS,8,0.7305,12804.15,62.52
25,47889,WIND,13,0.2231,0,0
50,2732,GAS,42,0.0062,1840.43,1347.32
47,3199,GAS,14,0.0079,2039.78,1275.26
18,122215,BIOMASS,12,0.7751,1447.56,23.69
2,15233,BIOMASS,6,0.7246,0,0
6,0,GAS,14,0,83.54,-2832.01
8,43896,BIOMASS,10.5,0.6264,0,0
1002,4342601,GAS,11,0.4949,1830926.28,843.24
24,88,OIL,13.7,0,74.61,1695.74
20,2000,OIL,14,0.0114,2099.22,2099.22
3,13447,HYDRO,15,0.4652,0,0
169,7147,GAS,12,0.0048,5249.08,1468.89
45,1649,GAS,14,0.0042,1775.79,2153.77
45,1506,GAS,14,0.0038,1689.2,2243.29
168,17360,GAS,13,0.0118,10919.16,1257.99
383,198787,GAS,12,0.0592,127458.01,1282.36
2,2212,WIND,14,0.1403,0,0
47,334493,GAS,21,0.8194,104885.07,627.13
61,29520,GAS,12,0.0557,18192.81,1232.58
298,349530,GAS,12,0.1341,161210.48,922.44
3,105,OIL,14,0.0037,81.24,1547.42
3,137,OIL,23,0.0049,93.84,1369.9
2,311,OIL,27,0.0178,216.27,1390.81
47,8125,GAS,12,0.0197,5115.29,1259.15
4,14515,BIOMASS,12,0.4142,3.3,0.45
1239,5554806,GAS,13,0.5118,2333895.67,840.32
38,265248,GAS,29,0.7989,131904.68,994.58
8,14223,HYDRO,74.6,0.2109,0,0
150,380119,WIND,14,0.2893,0,0
54,35759,OIL,12,0.0756,30572.07,1709.9
530,3738648,GAS,9,0.8053,1548232.33,828.23
345,42061,GAS,12,0.0139,30826.31,1465.79
898,2266895,GAS,12,0.2882,995699.14,878.47
67,421331,GAS,10,0.7179,197667.04,938.3
2,5278,WIND,14,0.3013,0,0
2,5732,WIND,14,0.3272,0,0
50,380000,GEOTHERMAL,15,0.8693,11400,60
12,15000,GEOTHERMAL,15,0.1489,450,60
559,3197928,GAS,9.6,0.6531,1336392.33,835.79
66,146360,WIND,13,0.2531,0,0
2,9,OIL,12,0,7.77,1727.14
5,4850,GEOTHERMAL,11.7,0.1025,0,0
123,261094,WIND,14,0.2427,0,0
26,149748,GAS,14,0.655,55115.58,736.11
33,75697,GEOTHERMAL,21,0.2627,2270.91,60
161,512440,WIND,13,0.3645,0,0
7,16348,WIND,8.2,0.2628,0,0
6,59,OIL,12,0.0011,72.08,2443.27
24,11850,GAS,12,0.0564,6453.76,1089.24
8,0,OIL,35.1,0,45.08,-330.25
6,18774,GAS,11,0.3695,9013.23,960.19
65,176140,WIND,12,0.3117,0,0
4,9274,WIND,13,0.2786,0,0
24,801,OIL,13.4,0.0038,867.37,2166.64
21,368,OIL,16.6,0.002,440.48,2397.15
98,239020,WIND,13,0.2784,0,0
41,125927,WIND,13,0.3506,0,0
62,163805,WIND,13,0.3041,0,0
182,3716,GAS,10,0.0023,2195.81,1181.81
80,189,OIL,15,0,484.29,5124.73
4,906,GAS,10,0.0259,651.29,1437.74
46,1416,GAS,13,0.0035,1016.05,1435.1
99,12642,GAS,11,0.0146,7324.31,1158.73
4,26,OIL,11,0.0007,22.33,1718.05
154,531833,GAS,10,0.3942,214824.92,807.87
620,606958,GAS,9.7,0.1118,231234.94,761.95
60,66180,GAS,11,0.1259,42071.39,1271.42
3,436,OIL,13,0.0178,377.89,1733.44
7,36062,BIOMASS,30,0.6237,306.48,17
7,25156,BIOMASS,16,0.4418,330.3,26.26
27,151286,GAS,12,0.6303,54552.27,721.18
12,186,GAS,28,0.0018,144.8,1555.3
11,30464,GAS,13,0.3105,15564.77,1021.84
159,721222,GAS,10,0.5185,337292.38,935.34
388,1656954,GAS,10,0.488,694198.18,837.92
2,6,GAS,11,0,4.61,1536.72
57,355723,GAS,12,0.7075,207526.11,1166.78
30,86260,WIND,12,0.3282,0,0
5,50,OIL,13,0.0011,43.2,1727.87
43,89169,WIND,12.7,0.2367,0,0
2,20,OIL,14,0.0011,9,899.93
2,0,OIL,13,0,28.55,-7138.1
2,0,OIL,13,0,23.23,-4224.48
2,0,OIL,13,0,24.38,-2708.89
2,0,OIL,13,0,27.49,-5497.77
2,0,OIL,13,0,25.93,-5763.21
2,0,OIL,13,0,28.55,-19034.94
2,0,OIL,13,0,26.92,-8972.06
2,0,OIL,13,0,25.36,-3381.57
2,0,OIL,13,0,29.13,-9708.37
1316,1452543,COAL,4.5,0.126,2638792.17,3633.34
2,11942,BIOMASS,14,0.568,0,0
54,439,OIL,14,0,459.05,2091.33
1,7,OIL,17,0,3.35,958.37
1,7,OIL,15,0,9.33,2664.74
162,377989,WIND,12,0.2664,0,0
4,17383,OTHER,18,0.5222,12348.77,1420.79
301,1536662,GAS,9,0.5836,742945.94,966.96
18,14012,BIOMASS,18,0.0889,0,0
12,40804,BIOMASS,35.3,0.3947,6899.81,338.19
74,245803,WIND,12,0.3777,0,0
8,5237,OIL,15,0.0776,32708.34,12491.25
41,127127,WIND,12,0.3583,0,0
144,332972,WIND,12,0.264,0,0
102,310041,WIND,12,0.347,0,0
204,552242,WIND,12,0.309,0,0
4,19,OIL,13,0,13.01,1369.28
62,167415,WIND,12,0.3108,0,0
9,61,OIL,11,0,39.02,1279.49
567,2538348,GAS,9.5,0.5111,1015984.1,800.51
530,513284,GAS,9,0.1106,233733.31,910.74
11,26896,WIND,13,0.2924,0,0
101,106588,GAS,10,0.1207,82460.96,1547.28
160,397037,WIND,12,0.2833,0,0
22,84581,WIND,12,0.431,0,0
8,36520,BIOMASS,12,0.4963,0,0
4,27,OIL,19,0,23.15,1715.02
